List,Sector,Short Form,Category,For TV,Market Cap,,Ticker,Cap Type,,,,SNo,Stategy,Flagship 40 (F40),Emerging 40 (E40),Smartpick 200 (S200),All listed,,List,Method,Cap,LIst Update,Volatality,Reward,Priority in Opportunity
,,,,,,,UNICHEMLAB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRAKASH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WINDMACHIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UNIPARTS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GANECOS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EUROPRATIK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,512065,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ALPEXSOLAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CAPINVIT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NATIONSTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KPEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VEEDOL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,REPCOHOME,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IMAGICAA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FISCHER,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KERNEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DDEVPLSTIK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ELCIDIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ORISSAMINE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GREENPANEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GIPCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MSPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DSSL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TCPLPACK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MOREPENLAB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DRAGARWQ,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SATIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UTKARSHBNK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAGCEM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIRCA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BHARATRAS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BEPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CAMLINFINE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AIMTRON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RHETAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DCXINDIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BRIGHOTEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DIAMONDYD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MOLDTKPAC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TEAMLEASE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NITCO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MANGLMCEM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EVEREADY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TVSINVIT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ADVAIT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HLEGLAS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,APOLLOPIPE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VERANDA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ANANTAM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RELTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HONDAPOWER,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DIVGIITTS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EPACK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ALEMBICLTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MMFL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JISLJALEQS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DPABHUSHAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MVKAGRO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ARKADE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KICL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BCG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRABHA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPECTRUM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TALBROAUTO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INSECTICID,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HINDOILEXP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAIPARENT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BGRENERGY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GMBREW,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SERVOTECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NPST,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RAJRATAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544310,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MUFIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SCILAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JNKINDIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VENKEYS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RISHABH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SOMANYCERA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KCP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EXICOM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPORTKING,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NIBE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GEOJITFSL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VINDHYATEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BAJEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHRINGARMS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPANDANA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BFUTILITIE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PIXTRANS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,513307,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544150,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TAJGVK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIMTALABS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JAICORPLTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GSPCROP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PENIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,STALLION,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NUCLEUS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,515008,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CONFIPET,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VINCOFE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PANAMAPET,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MUKANDLTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPICEJET,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,COSMOFIRST,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HMT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544037,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SOLARA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RANEHOLDIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PARACABLES,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIDYAWIRES,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIKA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HINDWAREAP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PFS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TCIEXP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NDRAUTO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UFBL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DELTACORP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EIHAHOTELS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524717,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TASTYBITE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LAOPALA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SOLARWORLD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BLSE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FILATEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EPACKPEB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FRONTSP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NILKAMAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAKSOFT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HGS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CAPACITE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SANSTAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CEINSYS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ANONDITA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIMPLEXINF,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ADOR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MTNL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HITECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EMSLIMITED,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHALBY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASIANTILES,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HATHWAY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TCC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SBC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDNIPPON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SILVERTUC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,STOVEKRAFT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539682,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CANTABIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JINDRILL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIKRAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RAMCOSYS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SDBL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDOCO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ARMANFIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KRSNAA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,540718,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASALCBR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAKAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ORIENTHOT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GOCOLORS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,STUDDS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MBEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPMLINFRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NGLFINE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,THEJO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KOTIC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SUMMITSEC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASIANENE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505504,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GTLINFRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GOCLCORP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SURYODAY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DANISH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GOODYEAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ACCELYA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538668,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KRISHNADEF,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DISAQ,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASTEC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RACLGEAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,504092,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDIANHUME,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GANDHAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WALCHANNAG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ALGOQUANT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WAAREEINDO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DLINKINDIA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SIGNPOST,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DOLPHIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AMRUTANJAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ARFIN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GNA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASHIKA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WINDLAS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RICOAUTO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHANTIGOLD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BLIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HESTERBIO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ONEPOINT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GARUDA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JGCHEM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LANDMARK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,YATRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543953,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MCLOUD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543920,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AQYLON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KALAMANDIR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SUMEETINDS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524520,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DYCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ALLTIME,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SURAKSHA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHRIRAMPPS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UGROCAP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MMWL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DOLLAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NELCO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MIRCELECTR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BHARATWIRE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,544291,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VENUSREM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JAGRAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PASHUPATI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VIDHIING,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SOLEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,506373,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INFOBEAN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MOBIKWIK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,5PAISA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GODAVARIB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GPTINFRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ESAFSFB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SYNCOMF,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JYOTISTRUC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SESHAPAPER,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BFINVEST,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SEPC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CLSEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PRECAM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NAVKARCORP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SPIC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507912,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,517035,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,APEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LINCOLN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539895,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NITTAGELA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MAHASTEEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PNBGILTS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TINNARUBR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UNITECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539607,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DCW,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,OMAXE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EXPLEOSOL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WENDT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IMPAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BETA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,526775,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JAGSNPHARM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NEUEON,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IGPL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ATULAUTO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LAXMIDENTL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SULA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,509438,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GRANDOAK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AWHCL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IVALUE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DOLATALGO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ALLCARGO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,VINYAS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,STEELXIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DHANBANK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EKC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539730,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DEN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JAYBARMARU,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AMIRCHAND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,530927,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SMCGLOBAL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MOL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASIANHOTNR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BLKASHYAP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GREENPOWER,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ANDREWYU,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ICEMAKE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KODYTECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AURUM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HUHTAMAKI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,WEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DIGITIDE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,JARO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,STLNETWORK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PNGSREVA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HARIOMPIPE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ORIENTTECH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DPEL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IFGLEXPOR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,CAPITALSFB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TEXINFRA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539724,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ALLDIGI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,AYMSYNTEX,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PUNJABCHEM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SALASAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ANDHRAPAP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PLATIND,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,542669,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TTKHLTCARE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,KROSS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GNRL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SAFEENTP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,EXCELINDUS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HMAAGRO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,FAZE3Q,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,HARDWYN,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BOROSCI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,524632,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MONOLITH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IGARASHI,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SRM,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NINSYS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,OBSCP,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,DIFFNKG,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BUTTERFLY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,UDS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RATNAVEER,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,NELCAST,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IKIO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,511144,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BHARATSE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MACPOWER,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ULTRAMAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RUPA,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,505036,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,539469,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TEMBO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ANDHRSUGAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MOTISONS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543787,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GANDHITUBE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,LGHL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,QUADFUTURE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,521238,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SALZERELEC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDSWFTLAB,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,514440,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,BALAJITELE,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RIIL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,507753,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GPTHEALTH,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,TARSONS,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MONTECARLO,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,MANAKCOAT,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,INDPRUD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,SHREEPUSHK,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,IRMENERGY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,543597,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RAJRILTD,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GALAPREC,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,ASTAR,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,GULPOLY,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,523411,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,538992,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,RGL,Small Cap,,,,,,,,,,,,,,,,,
,,,,,,,PAUSHAKLTD,Small Cap,,,,,,,,,,,,,,,,,
